id,split,question,answer,has_options
train_7666,train,What are the symptoms of hypertension?,"cough, nausea, fever",True
train_7667,train,What are the symptoms of depression?,"headache, shortness_of_breath, chest_pain",True
train_7668,train,What are the risk factors for depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7669,train,What are the symptoms of cancer?,"cough, chest_pain, nausea",True
train_7670,train,What are the symptoms of pneumonia?,"pain, fatigue, dizziness",True
train_7671,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7672,train,What are the symptoms of depression?,"cough, dizziness, shortness_of_breath",True
train_7673,train,How is hypertension treated?,"antibiotics, radiation",True
train_7674,train,What are the symptoms of migraine?,"shortness_of_breath, fever, pain",True
train_7675,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7676,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7677,train,How is stroke treated?,"antibiotics, radiation",True
train_7678,train,How is migraine treated?,"radiation, antibiotics",True
train_7679,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_7680,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7681,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7682,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7683,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7684,train,How is migraine treated?,"physical_therapy, vaccination",True
train_7685,train,What are the symptoms of cancer?,"dizziness, cough, nausea",True
train_7686,train,What causes asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7687,train,How is pneumonia treated?,"surgery, physical_therapy",True
train_7688,train,How is hypertension diagnosed?,hypertension is diagnosed through clinical evaluation and laboratory tests.,True
train_7689,train,What are the symptoms of arthritis?,"dizziness, fever, headache",True
train_7690,train,What are the symptoms of migraine?,"nausea, fatigue, chest_pain",True
train_7691,train,How is diabetes diagnosed?,diabetes is diagnosed through clinical evaluation and laboratory tests.,True
train_7692,train,What are the risk factors for depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7693,train,What are the symptoms of diabetes?,"headache, chest_pain, nausea",True
train_7694,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_7695,train,What are the symptoms of migraine?,"pain, fatigue, chest_pain",True
train_7696,train,How is arthritis treated?,"ibuprofen, radiation",True
train_7697,train,What causes cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7698,train,What are the symptoms of diabetes?,"nausea, shortness_of_breath, joint_pain",True
train_7699,train,What are the symptoms of asthma?,"shortness_of_breath, fatigue, fever",True
train_7700,train,How is hypertension treated?,"physical_therapy, antivirals",True
train_7701,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_7702,train,How is diabetes treated?,"surgery, antivirals",True
train_7703,train,What causes cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_7704,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_7705,train,What are the symptoms of pneumonia?,"headache, pain, cough",True
train_7706,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7707,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7708,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7709,train,How is influenza treated?,"insulin, physical_therapy",True
train_7710,train,How is pneumonia treated?,"ibuprofen, antivirals",True
train_7711,train,How is migraine treated?,"insulin, surgery",True
train_7712,train,What are the symptoms of arthritis?,"dizziness, fatigue, headache",True
train_7713,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7714,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7715,train,How is hypertension treated?,"surgery, antivirals",True
train_7716,train,What are the risk factors for depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7717,train,How is influenza treated?,"insulin, surgery",True
train_7718,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_7719,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7720,train,How is hypertension diagnosed?,hypertension is diagnosed through clinical evaluation and laboratory tests.,True
train_7721,train,What are the symptoms of stroke?,"fever, shortness_of_breath, chest_pain",True
train_7722,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7723,train,How is depression treated?,"antivirals, aspirin",True
train_7724,train,How is influenza treated?,"antibiotics, surgery",True
train_7725,train,How is pneumonia treated?,"radiation, insulin",True
train_7726,train,How is hypertension treated?,"surgery, chemotherapy",True
train_7727,train,What are the symptoms of diabetes?,"nausea, headache, cough",True
train_7728,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_7729,train,How is arthritis diagnosed?,arthritis is diagnosed through clinical evaluation and laboratory tests.,True
train_7730,train,What are the symptoms of diabetes?,"chest_pain, fever, nausea",True
train_7731,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_7732,train,What are the symptoms of pneumonia?,"chest_pain, headache, shortness_of_breath",True
train_7733,train,How is asthma diagnosed?,asthma is diagnosed through clinical evaluation and laboratory tests.,True
train_7734,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_7735,train,How is asthma treated?,"chemotherapy, insulin",True
train_7736,train,How is hypertension treated?,"surgery, insulin",True
train_7737,train,How is hypertension treated?,"aspirin, radiation",True
train_7738,train,What are the symptoms of migraine?,"dizziness, joint_pain, headache",True
train_7739,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_7740,train,How is hypertension treated?,"antivirals, antibiotics",True
train_7741,train,How is stroke treated?,"chemotherapy, insulin",True
train_7742,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_7743,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_7744,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7745,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_7746,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_7747,train,How is cancer treated?,"antivirals, ibuprofen",True
train_7748,train,How is asthma treated?,"aspirin, vaccination",True
train_7749,train,What are the symptoms of stroke?,"shortness_of_breath, fatigue, nausea",True
train_7750,train,How is hypertension diagnosed?,hypertension is diagnosed through clinical evaluation and laboratory tests.,True
train_7751,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
